pickup_datetime,dropoff_datetime,trip_distance,fare_amount,payment_type,total_amount,borough
2022-11-30 23:56:52+00:00,2022-12-01 00:04:54+00:00,2.600000000,9.500000000,1,17.290000000,Manhattan
2022-11-30 23:56:52+00:00,2022-12-01 00:04:01+00:00,0E-9,6.000000000,1,11.270000000,Manhattan
2022-11-30 23:56:50+00:00,2022-12-01 00:29:37+00:00,5.000000000,60.000000000,4,60.300000000,Manhattan
2022-11-30 23:56:50+00:00,2022-12-01 00:03:49+00:00,0.930000000,6.500000000,1,12.360000000,Manhattan
2022-11-30 23:56:49+00:00,2022-12-01 00:00:39+00:00,0.790000000,5.000000000,1,12.800000000,Manhattan
2022-11-30 23:56:49+00:00,2022-12-01 00:13:50+00:00,2.700000000,11.500000000,1,19.150000000,Manhattan
2022-11-30 23:56:48+00:00,2022-12-01 00:00:48+00:00,0.780000000,5.000000000,1,10.560000000,Manhattan
2022-11-30 23:56:48+00:00,2022-12-01 00:14:49+00:00,5.760000000,20.000000000,2,23.800000000,Manhattan
2022-11-30 23:56:47+00:00,2022-12-01 00:16:41+00:00,5.500000000,19.000000000,1,27.350000000,Manhattan
2022-11-30 23:56:46+00:00,2022-12-01 00:01:23+00:00,1.060000000,5.500000000,2,9.300000000,Manhattan
2022-11-30 23:56:45+00:00,2022-12-01 00:02:00+00:00,1.380000000,6.500000000,1,12.360000000,Manhattan
2022-11-30 23:56:44+00:00,2022-12-01 00:05:40+00:00,1.870000000,8.500000000,1,14.140000000,Manhattan
2022-11-30 23:56:44+00:00,2022-12-01 00:04:39+00:00,1.220000000,7.000000000,1,12.960000000,Manhattan
2022-11-30 23:56:44+00:00,2022-12-01 00:09:16+00:00,2.260000000,11.000000000,1,14.800000000,Manhattan
2022-11-30 23:56:42+00:00,2022-12-01 00:02:29+00:00,0.830000000,5.500000000,1,11.630000000,Manhattan
2022-11-30 23:56:41+00:00,2022-12-01 00:12:57+00:00,3.900000000,14.000000000,1,23.100000000,Manhattan
2022-11-30 23:56:40+00:00,2022-12-01 00:28:15+00:00,7.320000000,26.500000000,1,33.300000000,Manhattan
2022-11-30 23:56:40+00:00,2022-12-01 00:15:21+00:00,1.970000000,12.000000000,2,15.800000000,Manhattan
2022-11-30 23:56:39+00:00,2022-12-01 00:04:29+00:00,1.200000000,7.000000000,1,13.800000000,Manhattan
2022-11-30 23:56:38+00:00,2022-12-01 00:06:33+00:00,2.300000000,9.500000000,1,15.950000000,Manhattan
2022-11-30 23:56:37+00:00,2022-12-01 00:03:49+00:00,1.440000000,7.500000000,1,13.560000000,Manhattan
2022-11-30 23:56:36+00:00,2022-12-01 00:07:01+00:00,5.490000000,-16.500000000,4,-20.300000000,Manhattan
2022-11-30 23:56:36+00:00,2022-12-01 00:07:01+00:00,5.490000000,16.500000000,4,20.300000000,Manhattan
2022-11-30 23:56:36+00:00,2022-12-01 00:09:09+00:00,2.860000000,11.500000000,2,15.300000000,Manhattan
2022-11-30 23:56:36+00:00,2022-12-01 00:16:50+00:00,3.810000000,16.000000000,2,19.800000000,Manhattan
